1 7.0 7.2 822 12838098.408109
2 7.2 7.4 609 20020500.750970
3 7.4 7.6 427 31175138.516732
4 7.6 7.8 307 48983318.681229
5 7.8 8.0 227 78624557.705785
6 8.0 8.2 144 122309720.682097
7 8.2 8.4 85 197223217.010854
8 8.4 8.6 49 304541019.024921
9 8.6 8.8 33 493981483.415348
10 8.8 9.0 20 756663999.236480
11 9.0 9.2 6 1368155581.609850
12 9.2 9.4 4 2187292520.939081
13 9.6 9.8 1 6091250497.120200
